id_,MedHouseVal_pred
16148,0.9640215276008489
7213,2.016793890362929
23067,2.029157489995057
28335,1.795050487187924
33439,2.257488988549731
15232,1.4125779514587873
29526,4.446621161734233
19244,2.1614748434902116
20707,1.0842064480690659
36275,2.611036531266081
3960,3.868425882032726
9394,3.503626481539339
9383,2.1368506785193846
8198,0.6530598715481126
18178,2.41929995824319
20234,2.8779499542010774
7325,2.42802005805905
36851,2.8609247133959244
32721,0.9813867768114997
18613,1.7962504320742367
23258,2.592751139925918
15054,2.679328537912064
1685,1.7820436459112516
29692,1.7559604841862975
6082,0.5725425689777955
28798,1.3928546181126904
28927,2.453621462319265
9213,3.7578467621937164
2424,1.0657861235930672
196,1.8890809003611475
20959,2.7587236034848797
9229,2.2239231451286914
21474,3.431113643582408
556,1.624930275896132
21867,2.6805728702943523
3014,2.306846873390741
15426,3.621282150688754
17256,0.9606302750213153
13415,1.9711211835676496
16216,1.212472872519691
25433,3.7488068401658303
33288,0.6468494863031359
25322,3.9322806214193236
19736,2.3592040061173942
25948,1.96080314888455
3071,1.6397262623737179
205,2.5254785229403973
11585,4.702124676304923
14628,3.5985854194616316
323,1.7422992907954309
30740,2.0619001924023483
2280,1.7170043055780218
9428,1.7572236193086646
29472,3.541533163767272
12197,3.2487003026994197
13234,3.9453344536978694
26055,1.7620106052459859
3345,1.7863470950022267
15578,4.092535286906576
20568,1.9947588207118723
2066,1.3961693683246559
29408,2.3621544157879013
13493,1.4312891378147574
30011,1.161002127152692
1443,1.540927979387884
11868,0.8775103565461307
24160,1.0642312057285188
1018,2.1490755417852365
29136,1.1847779350400574
26351,0.8626310788080193
24123,2.4176745604387087
3287,1.1455583184220532
16259,2.423865587681113
36591,2.2662828889085134
19792,1.7837500542329088
9601,3.3675195695063684
17930,1.5608586633716064
5571,0.9804387802583393
19591,0.7918267595431584
5178,2.2949758340316935
26178,1.7258687131533956
7702,3.5236595160618545
26766,1.4854604722554923
36647,1.888232853203406
13638,2.1954355168312234
16414,3.576194117169159
20384,3.9292834255880322
14174,1.3027787405655145
30762,2.6412670404005083
11633,0.9328403521720685
14437,1.5992940441005494
3684,1.930175762602756
30110,2.1989518863811877
15103,2.618709397795318
34000,1.0167313413687409
31966,2.1415330270851722
15674,2.4583380741054652
133,0.9282781643586016
13358,1.6655292052607313
34705,2.5810119712126953
36623,1.6005503817326978
13732,4.549767919485153
15060,2.877999477093216
23442,1.818635242221594
13678,1.9672894567582533
25955,1.2336690640813741
20991,2.8545649422178285
27598,2.3963183852317256
8378,2.8918988104606003
12445,1.0929115859269007
26338,4.5184410693040284
19683,0.7441378483545408
1812,4.282819197923089
26944,1.7310946171425095
19354,2.7764197193165523
11958,3.434637055331507
32616,1.7985525600243273
5907,3.9631176141081568
12803,1.5106307574417586
21640,3.547378686084882
3280,0.6275486971776106
18835,1.2145664894765753
5309,0.859075592846837
9527,2.137293280902303
26199,2.702875970531994
26502,0.8137440102373691
7303,2.3032782097750717
36565,3.253324895965342
14930,1.8780866394678601
7942,0.8303819470708781
11135,3.2169718842249817
11746,1.044324496584609
2860,0.8411879856924346
16611,2.493339226818902
18962,2.6620632692795696
21016,4.166085551348686
21629,1.3677246386949975
24886,2.0721960048341277
8511,2.4130092932690106
1257,0.9117869376019531
16068,2.6551516644401802
7552,0.6446296465047554
24243,3.0382472157649865
23043,1.386032365076086
10492,0.6646247185180525
26957,1.4619558706634668
33744,2.2637187923455264
4519,2.114485266525636
25639,2.0927420132022605
33706,2.510147656320087
16470,1.0020212105427233
29798,0.9316335259549253
194,1.5973246008005657
33478,2.258944400705828
2193,2.8905874123322857
36709,3.95540732355416
23896,0.922379612675811
18140,2.7461718762464273
19998,3.25282315317254
34722,3.178294172932744
36666,3.5700330392939432
21995,1.958094484012438
16657,3.3453620157223862
16361,1.5149133390125578
25188,2.235604726086048
34830,2.439320974498745
16266,2.081740473058729
32116,2.7760437866748284
9309,1.747481411954406
7909,1.239243548206555
26129,0.7163868572542382
893,2.8042151950935783
434,1.8638196275332342
33114,3.820791655015476
31034,1.5080900351768949
25775,1.272775104264028
31941,1.780469124526669
21531,2.5262088678115973
15977,1.1438353584459005
35944,3.7844232636079247
8074,0.6442485168998627
14311,2.672556744544204
35882,0.8591896305499985
19666,3.004562469337825
22422,0.7107033714234031
15995,1.3075947736044609
31688,1.8415984522422728
20103,2.11700517171319
26998,1.0807936604028212
35525,0.777283848261773
7581,0.8789401878016037
11337,2.8084745978354255
26848,2.5972548184586435
24146,2.02556952920253
9371,2.625857711664045
4412,0.7765436751550646
29143,2.4975318612084023
9366,4.239887774518211
159,0.8728661254374317
26754,1.8807991322208066
30808,1.7426826867416632
29348,2.8476431277921135
17310,1.104015440333967
7450,1.7853265976967059
23468,1.3076578901054954
11741,2.3334092167693794
23298,1.621193825488929
6841,1.5673772042526806
30737,1.7359097060616109
9468,1.632447779500046
24911,4.457181113220791
18594,1.1298118259807683
23040,0.8779218320302832
1863,2.1874158370618146
23317,1.5828280572509328
7745,3.114002390838699
24857,3.774353863235766
19562,1.850086190865683
24734,1.5910464867637701
17078,1.857806685600044
3917,1.2998505800101485
11236,3.161735575436103
22057,2.6965264120628962
5712,2.0752647498664523
23652,0.6265016361352697
18810,4.0394576311036205
31600,1.2572494207519975
27914,1.7292811913105888
19768,1.8091586741056431
7190,2.459313250516318
16172,1.2855377507201369
19082,0.6118884684102261
25868,3.498665291611445
6630,1.1003866545252767
12752,2.67171896274743
437,2.8004256779612504
29818,3.27051240661534
23107,0.5511874260552554
12442,3.3808784212171927
11185,1.4453464514820595
4737,2.433663623885546
13011,4.562875563826287
21599,2.562309701542496
35666,1.9671588549481032
4253,1.7106045934106253
8411,2.023590212500076
6382,3.9358667164190013
12826,1.4436746406902743
21346,1.6123277250375014
8414,0.6646530705691631
1732,2.637567774608367
23995,1.5188949020678852
885,3.3424618293703166
12807,2.05768474995676
8122,1.946928748267222
34354,2.771452316577443
13475,2.550769403895977
30497,1.5655167295791732
18958,2.0021107522781985
32006,1.3549156861994418
23692,1.7514027112991668
17629,3.1921480334376953
37090,3.1326222728481286
34992,3.1844230157137945
9023,1.6512116218543218
27243,1.5130752759740638
8814,2.0445615374270747
15329,2.480726482202503
3085,2.11332930126035
28088,1.5462772889426106
34332,3.2011664169953007
23280,3.3787287100459316
32493,1.2200605338462767
12224,3.516497834018664
3993,1.6879883674624807
27410,2.1564623120975384
2016,2.3605268775686996
18433,2.71050875699053
17961,0.8407924522650819
22246,1.685043540615034
36879,1.219138374224645
26556,2.021085051859563
33974,1.9486157077880277
20421,2.234315083288571
33803,1.9064083647574548
18786,2.4819356170272493
28114,2.026891473263605
2972,1.1239289494218143
17445,3.014465317278657
31223,0.5818782766000363
35044,2.6693089188133197
1568,1.5392950951586903
13603,1.4111419006105128
1220,1.2372993845698708
12858,0.9737916061355715
22593,1.782353024606311
30888,4.0215751239604645
5828,1.3698100959492212
29374,4.501397453979883
28415,1.318566979803646
3543,2.1028589845367556
28904,1.3546822942780792
35048,1.188214230135956
1973,4.385981844481823
2039,2.293556224668908
12594,4.670751128658482
16369,0.7216868649924373
32967,1.3789256125458162
15270,2.003548173719176
30584,3.0890671150938287
25308,1.6593018711958059
17799,3.785952854782517
24329,2.27074822666921
31153,2.3540488421516668
18780,1.4489634778345601
20720,2.8347539776687176
25110,2.630886228213432
9343,1.1005643858297074
29504,0.968475267468927
6652,1.524167638609516
604,2.2231525436070547
16033,2.0779557412660545
13985,3.2108539463136427
34680,2.269808710167961
28737,1.3397565423855293
26937,2.193732360000694
6451,0.7944751772246371
15448,4.581659501537651
13287,1.964932451989391
8245,0.7736180350061982
3560,1.7236302923518116
25755,0.9196244635180901
13715,1.6952232413233654
9375,0.940017833177223
7607,0.8214019438185757
13537,1.0584373786204244
7168,1.7123873722584824
1270,4.906176115766657
8063,2.058807279229429
22493,0.7713571136252892
6983,1.7989711889559514
29466,0.9580287273196818
32986,2.416123098364772
31251,2.561952895394017
26728,2.6377955755963174
9602,2.0833580001400427
34086,1.4360117078585777
5358,1.1487844905214966
17851,1.714401562808549
1848,2.2911785473457957
26732,1.6462959592953028
19495,1.8368702952662732
4476,1.2535038633262547
36132,1.3824417726548552
33326,3.834216698057583
30338,1.1203407499290363
4977,2.561055922843347
3109,1.3563850777888646
25842,1.1722996311038008
15570,0.7191446993275229
17675,3.829131414037947
17352,1.5609629266120102
29869,4.0923078863159965
9988,0.7994447372967585
15480,0.6791535059175906
28801,1.7231549468608505
33915,2.7870283546119996
18360,1.1279911297269154
7366,3.806924304464957
27093,3.315137888602843
35839,2.3271593090570475
2755,2.3228231938542825
12088,4.168356583269024
11810,1.3459395465921475
8819,3.6654991731493807
5927,3.159984080947618
8188,0.7760834352641565
10358,3.2718202475347025
8069,0.9412004628493975
4701,3.106330845948175
33747,1.8179821055075884
12082,3.4267750870121763
30792,1.9278934383457318
36438,1.1858657990018504
3432,1.1431457071732758
4382,1.1566403862774077
6044,2.9146115606734617
17048,1.0314958047827192
19302,1.0892537648590208
19565,2.6355313935067333
20265,3.841730608898481
24464,3.470069876281627
2818,1.6461264698367233
11100,0.9239609868174047
32439,1.787937340162268
15378,0.9853717182669578
16185,1.2568990818388486
34954,0.9572023830696296
36655,2.466765827339203
4026,0.8626930609643421
8618,1.983644374988383
15693,0.591204595559856
8280,1.2491947417462343
5357,1.335239291133338
630,3.273754486269835
7002,2.7372606116246168
15959,1.8981142596064942
12037,1.0604369947119143
35085,1.7801948999101684
20280,2.5093716580346834
13625,2.9465422126239083
3552,2.879674210326427
24563,2.0433727201031564
23592,1.3193184475449165
11489,2.073189809747887
20617,0.7579124371793219
30674,1.1820890590533195
7476,1.7576361577914423
15834,3.7542258106275437
29957,2.174065472630193
5072,2.6331769158275
28441,1.4203261064266655
3879,4.188084000517809
29953,1.4139923947379531
16039,1.9670875294270243
34693,2.769234937420485
7641,1.3988456584908928
36396,1.7122654743692745
10069,1.1694353521195773
30334,2.508896074877967
13940,1.4226972763529346
34029,2.612457410483033
32640,1.8449678692262148
31619,2.2547971048129583
18914,1.734825374385124
14207,2.005151302944771
29576,2.7585139712605202
31206,2.2033161438422733
10353,1.716848650859094
34528,1.4482481454490894
27121,1.5427457423027013
25120,0.8273660212832014
20183,2.5277256551771936
27356,1.562085816184564
5626,1.0898282362501734
28674,0.5613949777995442
19710,1.4481053383320652
19033,1.0198051583103
12415,2.1993018744654145
21180,1.3801983504723483
7655,2.9713656774875012
21061,0.7592854634536732
3107,1.5006565768929123
5087,3.023463580142649
